,avg_train_loss,avg_train_score,avg_valid_loss,avg_valid_score,std_train_loss,std_train_score,std_valid_loss,std_valid_score,cv0-train_loss,cv0-train_score,cv0-valid_loss,cv0-valid_score,cv1-train_loss,cv1-train_score,cv1-valid_loss,cv1-valid_score,cv2-train_loss,cv2-train_score,cv2-valid_loss,cv2-valid_score,cv3-train_loss,cv3-train_score,cv3-valid_loss,cv3-valid_score,cv4-train_loss,cv4-train_score,cv4-valid_loss,cv4-valid_score,cv5-train_loss,cv5-train_score,cv5-valid_loss,cv5-valid_score,cv6-train_loss,cv6-train_score,cv6-valid_loss,cv6-valid_score,cv7-train_loss,cv7-train_score,cv7-valid_loss,cv7-valid_score,cv8-train_loss,cv8-train_score,cv8-valid_loss,cv8-valid_score,cv9-train_loss,cv9-train_score,cv9-valid_loss,cv9-valid_score,cv10-train_loss,cv10-train_score,cv10-valid_loss,cv10-valid_score,cv11-train_loss,cv11-train_score,cv11-valid_loss,cv11-valid_score,cv12-train_loss,cv12-train_score,cv12-valid_loss,cv12-valid_score,cv13-train_loss,cv13-train_score,cv13-valid_loss,cv13-valid_score,cv14-train_loss,cv14-train_score,cv14-valid_loss,cv14-valid_score,cv15-train_loss,cv15-train_score,cv15-valid_loss,cv15-valid_score,cv16-train_loss,cv16-train_score,cv16-valid_loss,cv16-valid_score,cv17-train_loss,cv17-train_score,cv17-valid_loss,cv17-valid_score,cv18-train_loss,cv18-train_score,cv18-valid_loss,cv18-valid_score,cv19-train_loss,cv19-train_score,cv19-valid_loss,cv19-valid_score
bilstm_attention/window_5000_summary_adabound_original_param,0.525218172881164,0.02876080892814535,0.270619801680247,0.0,0.028114675894067555,0.04981518233032833,0.012107455471159491,0.0,0.5582738012075424,0.0,0.27803715070088697,0.0,0.5446383938193321,0.1150432357125814,0.2788887570301692,0.0,0.5115314051508904,0.0,0.27581388751665753,0.0,0.4864290913468913,0.0,0.24973941147327425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchical_gru/cosine_loss/summary/window_100_step_200,0.9414473684210526,0.01886311353468274,0.961493194103241,0.0,0.00020143830121572762,0.021509533835125806,0.0035332796329647616,0.0,0.9416118421052632,0.045065511747156416,0.9586774706840516,0.0,0.9416118421052632,0.004025256887568881,0.9585739374160768,0.0,0.9416118421052632,0.0,0.9585739374160768,0.0,0.9412006578947368,0.0,0.9658203125,0.0,0.9412006578947368,0.0452247990386884,0.9658203125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bigru_attention/mae/window_5000_summary,0.2507007202133536,0.02721399151356775,0.07133102789521217,0.0,0.01801642905920746,0.02721399151356775,0.0006195977330207825,0.0,0.23268429115414616,0.0,0.07195062562823296,0.0,0.2687171492725611,0.0544279830271355,0.07071143016219139,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_image/resnet18_pretrained_kfold/window_10000_stride_5000,0.15110246634296098,0.7727539571384606,0.17321460082136364,0.5738912546417347,2.0448539508166608e-05,0.1775875700924462,0.03962803205831229,0.026705378689279302,0.15108201780345282,0.9503415272309068,0.21284263287967592,0.6005966333310141,0.15112291488246915,0.5951663870460144,0.13358656876305133,0.5471858759524555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bigru_attention_1layer/fft/fft_5000_pca_200_scaled,0.6150791672143069,0.9961403752569374,0.8012398608028889,0.6839069859958412,0.06544043266889918,0.008385381302932048,0.16604049444331273,0.0752258091447652,0.6744084683331576,1.0,0.9113181680440904,0.6755434603358206,0.6163636500185187,1.0,0.5184941291809082,0.8223443223443223,0.5474744764241305,1.0,0.7187671959400177,0.6755434603358206,0.5161433978514238,0.9966669699050708,0.8599182814359665,0.6068823877102338,0.6146369007500735,1.0,0.7286459505558014,0.7267539025041305,0.5614940632473339,1.0,1.0347439497709274,0.7002012101718899,0.5584150525656614,0.9966670526556436,0.812382660806179,0.7875312200421408,0.7020991552959789,0.9966864366271428,0.7211242765188217,0.6349329709742716,0.6418552127751437,1.0,0.6281269639730453,0.6468369255397826,0.7179012948816473,0.9713832933815169,1.0788770318031309,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchical_gru/summary/window_200_step_200,0.256214945559224,0.8477982791830725,0.24205576302973847,0.7653735125112189,0.005741466301641498,0.03679648267941761,0.02143735643135745,0.05156604026839563,0.2627138486514761,0.8801736577002074,0.2759162148362712,0.7405643581481678,0.2473952702871741,0.7989429407460436,0.2255066470488121,0.7516022226556279,0.2561179523496595,0.8801768550148696,0.21357169433643944,0.7038735983690112,0.2619991730898619,0.8069845429413097,0.2462929318609991,0.8584245128648998,0.25284848341794863,0.8727133995129321,0.2489913270661705,0.7724028705183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hierarchical_gru/summary/window_400_step_200,0.3664701781965591,0.8790451772660364,0.4079882338643074,0.7121102148592039,0.020388088497285076,0.1050255723849721,0.21748950012292873,0.05311245807370154,0.3890724226429656,0.977301240417378,0.3691841065883637,0.6450717317736161,0.3729650700414503,0.7068137297458592,0.8367193341255188,0.7385563411125647,0.34104153554181793,0.8128406141758112,0.2632163763046265,0.6670247624170079,0.3855163156986237,0.920624838788586,0.2949733808636665,0.7949995170099137,0.3437555470579379,0.9776454632025472,0.2758479714393616,0.714898721982917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_image/resnet18_pretrained_kfold/window_800000_stride_800000,0.3475546747276729,1.0,0.30219990387558937,0.7496013442522798,0.06781554238313332,0.0,0.09896546082066766,0.10358968117589198,0.2621211650019342,1.0,0.29440008848905563,0.7900106392746202,0.291426534679803,1.0,0.2715260162949562,0.6069760478911923,0.29679641737179324,1.0,0.14316155761480331,0.8755493878791233,0.44094767760146747,1.0,0.3661275580525398,0.7631792376317924,0.3092546219175512,1.0,0.24829205125570294,0.7347075025227382,0.4984780062328685,1.0,0.4428477585315704,0.5781129107441693,0.2948505079204386,1.0,0.487664207816124,0.6547396453187238,0.3679047518155791,1.0,0.1948099993169308,0.8755030759916571,0.38842203468084335,1.0,0.2560287714004517,0.8141711454722252,0.35252484611489554,1.0,0.2910632863640785,0.734630886692453,0.4339588907631961,1.0,0.3642794191837311,0.734630886692453,0.3205032247033986,1.0,0.3877380043268204,0.7899069468179218,0.27024797519499605,1.0,0.31345831230282784,0.8076374046922502,0.35081835565241903,1.0,0.15548963844776156,0.8815359477124183,0.3064862157810818,1.0,0.17864640802145004,0.8076374046922502,0.31108245490626857,1.0,0.3674964718520641,0.4802226442686963,0.364694973284548,1.0,0.173185046762228,0.8141711454722252,0.2437617413022301,1.0,0.4415080025792122,0.8076374046922502,0.4491411569443616,1.0,0.28670479357242584,0.7910202645610327,0.3976719426837834,1.0,0.37957068532705307,0.6500463560254032
bigru_attention/mixup/window_5000_summary_mixup_3,0.2893838115360426,0.6147919619011952,0.23117793798446656,0.7508780239530445,0.013212213556947265,0.03321847897943967,0.01742713119068937,0.06296790059928287,0.2742727628868559,0.6473970413981565,0.23534339169661206,0.8006012470695704,0.3020392507314682,0.5933225412587838,0.2590320607026418,0.7277326971135002,0.2730262457676556,0.5726546324373939,0.20774729053179425,0.669496836133664,0.29433106825403543,0.6008207496676009,0.23523336152235666,0.8442041695136501,0.3032497300401978,0.6597648447440411,0.21853358546892798,0.7123551699348378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senet/resnet_50/summary_not_scaled/aug_summary_window_40_step_20_ratio_4,0.19099349308697902,0.9501078494173218,2.1091995583847165,0.722018909634188,0.007337264017355806,0.049106188717592515,1.478724720096937,0.032180809051964715,0.19730058422342675,0.9757122807793784,4.517554581165314,0.7152368525609082,0.17999999371708414,0.9768113347329548,0.8469907864928246,0.6800978746726135,0.19801238618913244,0.9827286687238016,0.9460685215890408,0.7223594912011444,0.1886610082182728,0.8651791134331525,2.1261843442916866,0.7703814201020859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bilstm_attention/window_5000_summary_adabound,0.608354465527968,0.0,0.5569890737533569,0.0,0.0,0.0,0.0,0.0,0.608354465527968,0.0,0.5569890737533569,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
